-0.00151    -0.005
0.0009    0.01869
0.00331    0.04239
0.00572    0.06608
0.00813    0.08977
0.01054    0.11347
0.01274    0.13718
0.01457    0.16092
0.01641    0.18467
0.01825    0.20841
0.02008    0.23215
0.02246    0.25584
0.02554    0.27946
0.02862    0.30308
0.03172    0.32669
0.0386    0.34951
0.04548    0.37233
0.05585    0.39317
0.07105    0.3977
0.08443    0.37797
0.09781    0.35824
0.11119    0.33852
0.1242    0.31855
0.13715    0.29854
0.15194    0.27989
0.16733    0.26167
0.18304    0.24374
0.19997    0.22693
0.2169    0.21012
0.23514    0.19475
0.2537    0.17974
0.27247    0.16499
0.29137    0.1504
0.31027    0.13581
0.32928    0.12135
0.34832    0.10695
0.36737    0.09255
0.38633    0.07804
0.40517    0.06338
0.42402    0.04872
0.44325    0.03458
0.46295    0.02108
0.48265    0.00758
0.50217    -0.00617
0.52106    -0.02076
0.53996    -0.03535
0.55886    -0.04994
0.57776    -0.06453
0.59666    -0.07912
0.61668    -0.09199
0.63786    -0.10305
0.65905    -0.1141
0.67762    -0.12891
0.69546    -0.14477
0.71331    -0.16062
0.73116    -0.17646
0.74901    -0.1923
0.76686    -0.20814
0.78471    -0.22398
0.80149    -0.24089
0.81756    -0.25853
0.83362    -0.27616
0.84961    -0.29385
0.86323    -0.31341
0.87686    -0.33297
0.89056    -0.35247
0.90563    -0.37095
0.92071    -0.38942
0.93569    -0.40622
0.94831    -0.38598
0.96094    -0.36573
0.96574    -0.34257
0.96961    -0.31907
0.97348    -0.29556
0.97671    -0.27198
0.97892    -0.24826
0.98113    -0.22455
0.98333    -0.20084
0.98533    -0.17711
0.98732    -0.15338
0.98931    -0.12964
0.99137    -0.10592
0.99378    -0.08223
0.9962    -0.05853
0.99862    -0.03484
1.00103    -0.01115
