0.00061    0.00083
-0.01854    0.00395
-0.03768    0.00707
-0.05683    0.01018
-0.07597    0.0133
-0.0951    0.01652
-0.11416    0.0205
-0.13322    0.02449
-0.15229    0.02847
-0.17135    0.03246
-0.19041    0.03644
-0.2094    0.0409
-0.2281    0.04737
-0.2468    0.05383
-0.26551    0.0603
-0.28421    0.06677
-0.30154    0.0775
-0.3176    0.09223
-0.33221    0.10888
-0.34238    0.13144
-0.33829    0.15372
-0.32777    0.17588
-0.31357    0.19323
-0.29802    0.20882
-0.28248    0.2244
-0.26594    0.2379
-0.24923    0.25101
-0.2327    0.26456
-0.21662    0.27909
-0.20054    0.29362
-0.18433    0.30787
-0.16794    0.32175
-0.15156    0.33563
-0.13518    0.34951
-0.11955    0.36495
-0.10396    0.38045
-0.08837    0.39595
-0.07305    0.41194
-0.05835    0.42901
-0.04365    0.44608
-0.02895    0.46315
-0.01425    0.48022
0.00037    0.49743
0.01491    0.51476
0.02945    0.53208
0.04399    0.54941
0.05852    0.56675
0.07305    0.58409
0.08758    0.60144
0.10289    0.61742
0.1187    0.63249
0.13451    0.64757
0.15033    0.66264
0.1665    0.67697
0.18274    0.69116
0.19898    0.70536
0.21546    0.71903
0.23211    0.73229
0.24876    0.74555
0.26542    0.75881
0.28124    0.77385
0.29699    0.78905
0.31275    0.80424
0.32679    0.82166
0.33686    0.8442
0.33873    0.86625
0.32714    0.88748
0.31555    0.9087
0.29831    0.91934
0.28014    0.92824
0.26156    0.93529
0.24287    0.94185
0.22419    0.9484
0.2055    0.95495
0.18676    0.96113
0.16774    0.96553
0.14873    0.96992
0.12971    0.97432
0.1107    0.97871
0.09164    0.98263
0.07253    0.9862
0.05343    0.98976
0.03432    0.99332
0.01522    0.99689
